Num,Foldername,Kor
4358,NIA_SL_SEN1969_REAL03,반지 실종 잃어버리다
4359,NIA_SL_SEN1184_REAL03,공항 버스 보다 전 곳 차내리다
4360,NIA_SL_SEN1221_REAL03,스타벅스 전 곳 내리다
4363,NIA_SL_SEN1369_REAL03,송파 지하철 찾다 방법 무엇
4364,NIA_SL_SEN0250_REAL03,막차 시간
4365,NIA_SL_SEN0205_REAL03,마포대교 가다
4367,NIA_SL_SEN0281_REAL03,길 지도 보다 찾다 가능
4368,NIA_SL_SEN0594_REAL03,손바닥찍다 내리다
4369,NIA_SL_SEN1602_REAL03,편지 저기 곳 다음 내리다
4370,NIA_SL_SEN1518_REAL03,버스 곳 저기 다음 도착 내리다
4373,NIA_SL_SEN0447_REAL03,신호등 다음 차내리다
4374,NIA_SL_SEN1838_REAL03,우회전 확인 맞다
4375,NIA_SL_SEN1166_REAL03,에어컨 고장 사용 안되다
4377,NIA_SL_SEN1432_REAL03,이화여대 길 목적 곳 방법
4378,NIA_SL_SEN0243_REAL03,지하철 계단 12 무엇
4379,NIA_SL_SEN1740_REAL03,언덕 저기 곳 다음 도착 차내리다
4380,NIA_SL_SEN1724_REAL03,보건소 곳 다음 차내리다
4383,NIA_SL_SEN0456_REAL03,화장실 무엇 곳
4384,NIA_SL_SEN0160_REAL03,힘들다
4385,NIA_SL_SEN1418_REAL03,영등포 곳 찾다 길 가다 방법
4387,NIA_SL_SEN1916_REAL03,유턴 맞다
4388,NIA_SL_SEN1679_REAL03,버스 곳 저기 다음 도착 차내리다
4389,NIA_SL_SEN1391_REAL03,여의도 길 무엇
4390,NIA_SL_SEN0434_REAL03,신호등 전 내리다
4393,NIA_SL_SEN1759_REAL03,경찰 저기 곳 다음 도착 차내리다
4394,NIA_SL_SEN1829_REAL03,우회전 확인 맞다
4395,NIA_SL_SEN0174_REAL03,여기 기다리다
4397,NIA_SL_SEN1951_REAL03,영수증 원하다
4398,NIA_SL_SEN1412_REAL03,영등포 길 찾다 곳 방법
4399,NIA_SL_SEN1858_REAL03,우산 없다 실종
4400,NIA_SL_SEN0328_REAL03,지하철 곳 옷가게 있다
4403,NIA_SL_SEN1625_REAL03,터널 다음 곳
4404,NIA_SL_SEN1845_REAL03,좌회전 확인 맞다
4405,NIA_SL_SEN0106_REAL03,1호 맞다
4407,NIA_SL_SEN0613_REAL03,고속터미널 차내리다 가다
4408,NIA_SL_SEN0247_REAL03,9호 곳곳
4409,NIA_SL_SEN0900_REAL03,에어컨 켜다
4410,NIA_SL_SEN1638_REAL03,지하철 곳 다음 도착 차내리다
4413,NIA_SL_SEN1017_REAL03,자판기 곳 무엇
4414,NIA_SL_SEN1330_REAL03,3 목적 곳 방법
4415,NIA_SL_SEN1955_REAL03,시계 없다 잃어버리다
4417,NIA_SL_SEN0694_REAL03,아파트 저기 곳
4418,NIA_SL_SEN1861_REAL03,우산 잃어버리다 실종
4419,NIA_SL_SEN1082_REAL03,단말기터치 불량 잘 안되다
4420,NIA_SL_SEN1342_REAL03,3 찾다 길 무엇
4423,NIA_SL_SEN1234_REAL03,택시 전 저기 곳
4424,NIA_SL_SEN0543_REAL03,차 올리다
4425,NIA_SL_SEN0448_REAL03,신호등 다음 곳
4427,NIA_SL_SEN1009_REAL03,은행 곳 길
4428,NIA_SL_SEN0820_REAL03,버스 곳 차내리다 맞다
4429,NIA_SL_SEN0988_REAL03,청음회관 오케이
4430,NIA_SL_SEN1835_REAL03,우회전 맞다
4433,NIA_SL_SEN1543_REAL03,대로 다음 차내리다
4434,NIA_SL_SEN0652_REAL03,공항 내리다 가다
4435,NIA_SL_SEN0039_REAL03,택시 기본 만원
4437,NIA_SL_SEN1271_REAL03,백화점 다음 곳 저기 차내리다
4438,NIA_SL_SEN1603_REAL03,편지 저기 곳 다음 내리다
4439,NIA_SL_SEN0267_REAL03,용산역 주차 되다
4440,NIA_SL_SEN1306_REAL03,이마트 다음 곳 도착 차내리다
4443,NIA_SL_SEN1092_REAL03,카드 불량 잘 안되다
4444,NIA_SL_SEN0286_REAL03,아이 실종 찾다 도움받다 가능
4445,NIA_SL_SEN0837_REAL03,시청 오케이
4447,NIA_SL_SEN0545_REAL03,올리다
4448,NIA_SL_SEN0220_REAL03,사거리 우회전
4449,NIA_SL_SEN0185_REAL03,발생하다
4450,NIA_SL_SEN0935_REAL03,서울농아인협회 내리다
4453,NIA_SL_SEN0954_REAL03,청음회관 가다
4454,NIA_SL_SEN1254_REAL03,맥도날드 보다 다음 곳 차내리다
4455,NIA_SL_SEN1589_REAL03,은행 저기 곳 다음 도착 차내리다
4457,NIA_SL_SEN0553_REAL03,좌회전 맞다
4458,NIA_SL_SEN1294_REAL03,이마트 곳 저기 다음 도착 내리다
4459,NIA_SL_SEN0751_REAL03,버스 곳 내리다 맞다
4460,NIA_SL_SEN1647_REAL03,군청 곳 다음 도착 내리다
4463,NIA_SL_SEN0577_REAL03,나사렛 도착
4464,NIA_SL_SEN0685_REAL03,샛길 곳
4465,NIA_SL_SEN0215_REAL03,학교 보다 차내리다
4467,NIA_SL_SEN1540_REAL03,사거리 다음 여기
4468,NIA_SL_SEN1989_REAL03,접근 도착
4469,NIA_SL_SEN1313_REAL03,파리바게트 다음 저기 차내리다
4470,NIA_SL_SEN0361_REAL03,타다 곳 맞다
4473,NIA_SL_SEN1428_REAL03,이화여대 길 목적 무엇 방법
4474,NIA_SL_SEN1937_REAL03,돈
4475,NIA_SL_SEN1180_REAL03,공항 버스 보다 곳 전 차내리다
4477,NIA_SL_SEN0241_REAL03,서울역 가다 목적 지하철 갈아타다 몇호
4478,NIA_SL_SEN0696_REAL03,아파트 안 도착
4479,NIA_SL_SEN1481_REAL03,군청 곳 다음 내리다
4480,NIA_SL_SEN0899_REAL03,에어컨 켜다
4483,NIA_SL_SEN1623_REAL03,터널 다음 차내리다
4484,NIA_SL_SEN0102_REAL03,지하철 곳 1 무엇
4485,NIA_SL_SEN1486_REAL03,군청 곳 다음 도착 내리다
4487,NIA_SL_SEN0960_REAL03,청음회관 목적
4488,NIA_SL_SEN0681_REAL03,샛길 가다
4489,NIA_SL_SEN1163_REAL03,에어컨 고장 잘 안되다
4490,NIA_SL_SEN1055_REAL03,물품보관 안되다 죽다
4493,NIA_SL_SEN0090_REAL03,도착 곳 명동 지하철
4494,NIA_SL_SEN1812_REAL03,지갑 없다 실종
4495,NIA_SL_SEN1686_REAL03,119 곳 저기 다음 곳
4497,NIA_SL_SEN1067_REAL03,공기청정기 사용 안되다 죽다
4498,NIA_SL_SEN0723_REAL03,나사렛 전 곳
4499,NIA_SL_SEN0166_REAL03,지하철 지하위 곳곳
4500,NIA_SL_SEN0822_REAL03,건너다 내리다
4503,NIA_SL_SEN1970_REAL03,노트북 잃어버리다
4504,NIA_SL_SEN1380_REAL03,송파 지하철 찾다 목적 무엇
4505,NIA_SL_SEN0647_REAL03,손바닥찍다 곳 가다
4507,NIA_SL_SEN0800_REAL03,지금 차내리다 맞다
4508,NIA_SL_SEN0744_REAL03,기차 곳 차내리다 맞다
4509,NIA_SL_SEN0249_REAL03,8호 곳곳
4510,NIA_SL_SEN1718_REAL03,육교 곳 다음 도착 차내리다
4513,NIA_SL_SEN1210_REAL03,스타벅스 곳 저기 전 내리다
4514,NIA_SL_SEN1655_REAL03,병원 다음 차내리다
4515,NIA_SL_SEN1833_REAL03,우회전 맞다
4517,NIA_SL_SEN1961_REAL03,시계 실종 잃어버리다
4518,NIA_SL_SEN1297_REAL03,이마트 곳 저기 다음 도착 차내리다
4519,NIA_SL_SEN0118_REAL03,신분당 곳 무엇
4520,NIA_SL_SEN0360_REAL03,갈아타다 곳 맞다
4523,NIA_SL_SEN1349_REAL03,서울대학교 곳 목적 길 가다 방법
4524,NIA_SL_SEN1630_REAL03,터널 다음 여기
4525,NIA_SL_SEN1212_REAL03,스타벅스 곳 저기 전 차내리다
4527,NIA_SL_SEN0189_REAL03,좋다
4528,NIA_SL_SEN1936_REAL03,돈
4529,NIA_SL_SEN0230_REAL03,좌회전 차내리다
4530,NIA_SL_SEN0030_REAL03,항상
4533,NIA_SL_SEN1060_REAL03,자판기 잘 안되다
4534,NIA_SL_SEN0347_REAL03,불편하다 있다 신고
4535,NIA_SL_SEN0163_REAL03,핸드폰 번호
4537,NIA_SL_SEN1776_REAL03,필요없다
4538,NIA_SL_SEN0840_REAL03,시청 내리다 오케이
4539,NIA_SL_SEN0041_REAL03,돈 얼마 맞다 확인
4540,NIA_SL_SEN0969_REAL03,춥다 끄다
4543,NIA_SL_SEN1392_REAL03,여의도 목적 무엇
4544,NIA_SL_SEN0534_REAL03,영수증 주세요
4545,NIA_SL_SEN0708_REAL03,샛길 저기 가다
4547,NIA_SL_SEN0829_REAL03,건너다 내리다 오케이
4548,NIA_SL_SEN0998_REAL03,엘리베이터 무엇 곳
4549,NIA_SL_SEN1794_REAL03,열쇠 없다 잃어버리다
4550,NIA_SL_SEN1714_REAL03,육교 곳 다음 차내리다
4553,NIA_SL_SEN0316_REAL03,고속 지하철 9호 갈아타다 방법
4554,NIA_SL_SEN0386_REAL03,길 곳곳 도움받다
4555,NIA_SL_SEN1227_REAL03,택시 전 곳 도착 차내리다
4557,NIA_SL_SEN1256_REAL03,맥도날드 보다 곳 다음 도착 내리다
4558,NIA_SL_SEN0115_REAL03,1호 곳
4559,NIA_SL_SEN1945_REAL03,카드
4560,NIA_SL_SEN0303_REAL03,뒤 차따라가다
4563,NIA_SL_SEN0046_REAL03,고속 돈주다
4564,NIA_SL_SEN1262_REAL03,맥도날드 보다 다음 저기 곳 내리다
4565,NIA_SL_SEN1168_REAL03,공항 버스 곳 전 보다 도착 차내리다
4567,NIA_SL_SEN1938_REAL03,돈
4568,NIA_SL_SEN0790_REAL03,여기 차내리다 맞다
4569,NIA_SL_SEN0162_REAL03,도착 알려주다
4570,NIA_SL_SEN1791_REAL03,아이 잃어버리다 실종
4573,NIA_SL_SEN1493_REAL03,병원 다음 내리다
4574,NIA_SL_SEN0251_REAL03,첫차 시간
4575,NIA_SL_SEN1642_REAL03,군청 곳 다음 내리다
4577,NIA_SL_SEN0583_REAL03,응급실 내리다
4578,NIA_SL_SEN1293_REAL03,이마트 곳 저기 다음
4579,NIA_SL_SEN0466_REAL03,물품보관 문안열리다 고장
4580,NIA_SL_SEN0763_REAL03,건너다 차내리다
4583,NIA_SL_SEN1767_REAL03,편지 저기 곳 다음 도착 내리다
4584,NIA_SL_SEN0235_REAL03,지름길 내리다
4585,NIA_SL_SEN1777_REAL03,가방 잃어버리다
4587,NIA_SL_SEN0226_REAL03,신호등 곳 차내리다
4588,NIA_SL_SEN1475_REAL03,지하철 곳 다음 곳
4589,NIA_SL_SEN1867_REAL03,사진기 찾다 실종
4590,NIA_SL_SEN0904_REAL03,에어컨 켜다
4593,NIA_SL_SEN1367_REAL03,송파 지하철 가다 방법 무엇
4594,NIA_SL_SEN1782_REAL03,가방 사라지다 실종
4595,NIA_SL_SEN0495_REAL03,카드 단말기터치 다시 해보다
4597,NIA_SL_SEN1458_REAL03,종로 목적 가다 길 방법
4598,NIA_SL_SEN0730_REAL03,저기 맞다
4599,NIA_SL_SEN0785_REAL03,여기 차내리다 맞다
4600,NIA_SL_SEN1599_REAL03,경찰 저기 곳 다음 도착 차내리다
4603,NIA_SL_SEN1699_REAL03,사거리 다음 도착 차내리다
4604,NIA_SL_SEN1057_REAL03,자판기 불량
4605,NIA_SL_SEN1241_REAL03,택시 전 저기 곳 차내리다
4607,NIA_SL_SEN1496_REAL03,병원 저기 다음 곳
4608,NIA_SL_SEN0294_REAL03,지하철 문 틈 물건 떨어지다
4609,NIA_SL_SEN0171_REAL03,표
4610,NIA_SL_SEN1733_REAL03,언덕 저기 곳 다음 내리다
4613,NIA_SL_SEN0232_REAL03,신호등 횡단보도 여기
4614,NIA_SL_SEN0595_REAL03,손바닥찍다 차내리다
4615,NIA_SL_SEN0292_REAL03,지하철 철로 물건 떨어지다
4617,NIA_SL_SEN0892_REAL03,서대문농아인복지관 차내리다 오케이
4618,NIA_SL_SEN1911_REAL03,유턴 맞다
4619,NIA_SL_SEN1296_REAL03,이마트 곳 저기 다음 도착 차내리다
4620,NIA_SL_SEN1572_REAL03,언덕 저기 곳 다음 내리다
4623,NIA_SL_SEN1353_REAL03,서울대학교 찾다 가다 길 무엇
4624,NIA_SL_SEN0478_REAL03,꼿다
4625,NIA_SL_SEN1407_REAL03,영등포 곳 찾다 무엇 방법
4627,NIA_SL_SEN1963_REAL03,반지 없다 잃어버리다
4628,NIA_SL_SEN1526_REAL03,119 곳 저기 다음 곳
4629,NIA_SL_SEN0773_REAL03,시청 차내리다
4630,NIA_SL_SEN0393_REAL03,도착 알려받다
4633,NIA_SL_SEN1594_REAL03,경찰 저기 곳 다음 차내리다
4634,NIA_SL_SEN0670_REAL03,지름길 가다 차내리다
4635,NIA_SL_SEN0519_REAL03,학교 저기 곳
4637,NIA_SL_SEN0112_REAL03,안되다
4638,NIA_SL_SEN0793_REAL03,지금 내리다 맞다
4639,NIA_SL_SEN1208_REAL03,열쇠 없다 실종
4640,NIA_SL_SEN1172_REAL03,공항 버스 전 곳 보다 도착 차내리다
4643,NIA_SL_SEN0661_REAL03,지름길 내리다 가다
4644,NIA_SL_SEN0068_REAL03,다시
4645,NIA_SL_SEN1551_REAL03,육교 곳 다음 내리다
4647,NIA_SL_SEN0682_REAL03,샛길 저기
4648,NIA_SL_SEN1027_REAL03,의자 곳곳
4649,NIA_SL_SEN0182_REAL03,도움받다 가능
4650,NIA_SL_SEN0865_REAL03,한국농아인협회 내리다
4653,NIA_SL_SEN1935_REAL03,돈
4654,NIA_SL_SEN0877_REAL03,서울농아인협회 차내리다
4655,NIA_SL_SEN1404_REAL03,영등포 길 찾다 방법 무엇
4657,NIA_SL_SEN1590_REAL03,은행 저기 곳 다음 도착 차내리다
4658,NIA_SL_SEN1473_REAL03,지하철 곳 다음 차내리다
4659,NIA_SL_SEN1158_REAL03,에어컨 사용 불가능 고장
4660,NIA_SL_SEN0092_REAL03,하나 다음 내리다
4663,NIA_SL_SEN0104_REAL03,지하철 곳 12 무엇
4664,NIA_SL_SEN0188_REAL03,괜찮다
4665,NIA_SL_SEN0511_REAL03,에어컨 끄다
4667,NIA_SL_SEN1849_REAL03,좌회전 맞다
4668,NIA_SL_SEN0018_REAL03,약속 늦다
4669,NIA_SL_SEN1335_REAL03,3 가다 길 방법
4670,NIA_SL_SEN1476_REAL03,지하철 곳 다음 도착 내리다
4673,NIA_SL_SEN1433_REAL03,이화여대 가다 목적 곳 방법
4674,NIA_SL_SEN1695_REAL03,사거리 다음 차내리다
4675,NIA_SL_SEN1077_REAL03,단말기터치 사용 안되다 고장
4677,NIA_SL_SEN1578_REAL03,언덕 저기 곳 다음 도착 내리다
4678,NIA_SL_SEN0438_REAL03,신호등 전 곳
4679,NIA_SL_SEN1998_REAL03,보청기 찾다 실종
4680,NIA_SL_SEN0745_REAL03,기차 곳 내리다 맞다
4683,NIA_SL_SEN1883_REAL03,아이 잃어버리다 실종
4684,NIA_SL_SEN1931_REAL03,돈
4685,NIA_SL_SEN0780_REAL03,시청 차내리다 오케이
4687,NIA_SL_SEN0924_REAL03,한국농아인협회 가다
4688,NIA_SL_SEN1157_REAL03,에어컨 사용 안되다 고장
4689,NIA_SL_SEN1582_REAL03,은행 저기 곳 다음 내리다
4690,NIA_SL_SEN1287_REAL03,열쇠 실종 잃어버리다
4693,NIA_SL_SEN0484_REAL03,카드 다르다 교환하다
4694,NIA_SL_SEN0432_REAL03,여기 차내리다 맞다
4695,NIA_SL_SEN0374_REAL03,도착 10분 전
4697,NIA_SL_SEN1218_REAL03,열쇠 찾다 실종
4698,NIA_SL_SEN0130_REAL03,지연되다 5분
4699,NIA_SL_SEN0853_REAL03,나사렛 차내리다 오케이
4700,NIA_SL_SEN1546_REAL03,대로 다음 도착 내리다
4703,NIA_SL_SEN0739_REAL03,기차 곳 맞다
4704,NIA_SL_SEN1421_REAL03,이화여대 가다 목적 방법
4705,NIA_SL_SEN0378_REAL03,도착 3시
4707,NIA_SL_SEN1689_REAL03,119 곳 저기 다음 도착 차내리다
4708,NIA_SL_SEN1892_REAL03,안경 실종 잃어버리다
4709,NIA_SL_SEN0216_REAL03,학교 보다 차내리다
4710,NIA_SL_SEN0977_REAL03,따뜻하다 그만
4713,NIA_SL_SEN1286_REAL03,백화점 곳 다음 보다 도착 내리다
4714,NIA_SL_SEN0223_REAL03,지하철 철로 물건 떨어지다
4715,NIA_SL_SEN0009_REAL03,운전 천천히
4717,NIA_SL_SEN1198_REAL03,버스 곳 전 보다 내리다
4718,NIA_SL_SEN1238_REAL03,택시 전 저기 도착 차내리다
4719,NIA_SL_SEN1886_REAL03,지갑 사라지다 실종
4720,NIA_SL_SEN1862_REAL03,우산 실종 잃어버리다
4723,NIA_SL_SEN0388_REAL03,엘리베이터 안내하다 도움받다
4724,NIA_SL_SEN0604_REAL03,서울역 차내리다 가다
4725,NIA_SL_SEN1443_REAL03,종로 목적 가다 무엇
4727,NIA_SL_SEN0066_REAL03,사람 계산 틀리다
4728,NIA_SL_SEN1802_REAL03,우산 없다 잃어버리다
4729,NIA_SL_SEN1735_REAL03,언덕 저기 곳 다음 차내리다
4730,NIA_SL_SEN1707_REAL03,대로 다음 도착 내리다
4733,NIA_SL_SEN0073_REAL03,9호
4734,NIA_SL_SEN1990_REAL03,접근 도착 가능
4735,NIA_SL_SEN0279_REAL03,지하철 안 없다
4737,NIA_SL_SEN1579_REAL03,언덕 저기 곳 다음 도착 차내리다
4738,NIA_SL_SEN0072_REAL03,2호
4739,NIA_SL_SEN1345_REAL03,서울대학교 곳 목적 가다 방법
4740,NIA_SL_SEN0443_REAL03,신호등 전 저기
4743,NIA_SL_SEN1932_REAL03,돈
4744,NIA_SL_SEN1150_REAL03,카드 고장 안되다
4745,NIA_SL_SEN0522_REAL03,학교 안 가다
4747,NIA_SL_SEN1653_REAL03,병원 다음 내리다
4748,NIA_SL_SEN0306_REAL03,교통카드 충전 되다
4749,NIA_SL_SEN1583_REAL03,은행 저기 곳 다음 내리다
4750,NIA_SL_SEN0370_REAL03,도착 10분
4753,NIA_SL_SEN0544_REAL03,유리 올리다
4754,NIA_SL_SEN1260_REAL03,맥도날드 보다 곳 저기 다음 차내리다
4755,NIA_SL_SEN0153_REAL03,뒤 트렁크닫다
4757,NIA_SL_SEN0356_REAL03,미안합니다
4758,NIA_SL_SEN1244_REAL03,택시 전 저기 곳 도착 내리다
4759,NIA_SL_SEN1536_REAL03,사거리 다음 도착 내리다
4760,NIA_SL_SEN0906_REAL03,에어컨 켜다
4763,NIA_SL_SEN1741_REAL03,은행 다음 여기
4764,NIA_SL_SEN0290_REAL03,배 아프다
4765,NIA_SL_SEN0943_REAL03,서대문농아인복지관 가다
4767,NIA_SL_SEN1083_REAL03,단말기터치 고장 잘 안되다
4768,NIA_SL_SEN1851_REAL03,좌회전 맞다
4769,NIA_SL_SEN0452_REAL03,신호등 다음 도착 차내리다
4770,NIA_SL_SEN0132_REAL03,도착 아직
4773,NIA_SL_SEN1571_REAL03,언덕 다음 여기
4774,NIA_SL_SEN1408_REAL03,영등포 길 찾다 무엇 방법
4775,NIA_SL_SEN0353_REAL03,지하철 문 여기 번호
4777,NIA_SL_SEN1790_REAL03,아이 사라지다 실종
4778,NIA_SL_SEN0369_REAL03,1호 갈아타다
4779,NIA_SL_SEN0446_REAL03,신호등 다음 차내리다
4780,NIA_SL_SEN1965_REAL03,반지 없다 실종
4783,NIA_SL_SEN1712_REAL03,육교 곳 다음 내리다
4784,NIA_SL_SEN0833_REAL03,시청 내리다
4785,NIA_SL_SEN0503_REAL03,차 유리 내리다
4787,NIA_SL_SEN1214_REAL03,스타벅스 곳 저기 전 도착 내리다
4788,NIA_SL_SEN0266_REAL03,용산역 접근 주차
4789,NIA_SL_SEN1980_REAL03,빨리 접근
4790,NIA_SL_SEN0168_REAL03,버스 타다 곳곳
4793,NIA_SL_SEN1979_REAL03,화나다
4794,NIA_SL_SEN0612_REAL03,고속터미널 내리다 가다
4795,NIA_SL_SEN0331_REAL03,교통카드 남다 돈 얼마
4797,NIA_SL_SEN0289_REAL03,배 위쪼이다 아프다
4798,NIA_SL_SEN1569_REAL03,보건소 곳 다음 도착 차내리다
4799,NIA_SL_SEN1893_REAL03,핸드폰 잃어버리다
4800,NIA_SL_SEN1704_REAL03,대로 다음 차내리다
4803,NIA_SL_SEN1799_REAL03,열쇠 잃어버리다 실종
4804,NIA_SL_SEN0493_REAL03,카드 단말기터치 다시
4805,NIA_SL_SEN0720_REAL03,나사렛 전 내리다
4807,NIA_SL_SEN1188_REAL03,열쇠 실종
4808,NIA_SL_SEN1745_REAL03,은행 저기 곳 다음 차내리다
4809,NIA_SL_SEN0412_REAL03,택시 카톡보내다
4810,NIA_SL_SEN0808_REAL03,기차 곳 내리다 맞다
4813,NIA_SL_SEN1576_REAL03,언덕 저기 곳 다음
4814,NIA_SL_SEN1839_REAL03,우회전 확인 맞다
4815,NIA_SL_SEN0152_REAL03,짐 차 트렁크열다 나르다
4817,NIA_SL_SEN1831_REAL03,우회전 확인 맞다
4818,NIA_SL_SEN1219_REAL03,스타벅스 곳 저기 전 저기
4819,NIA_SL_SEN1011_REAL03,은행 곳 무엇
4820,NIA_SL_SEN0769_REAL03,건너다 차내리다 오케이
4823,NIA_SL_SEN1331_REAL03,3 가다 원하다 곳 방법
4824,NIA_SL_SEN1138_REAL03,단말기터치 고장
4825,NIA_SL_SEN0655_REAL03,공항 도착 가다
4827,NIA_SL_SEN0418_REAL03,명동 차내리다
4828,NIA_SL_SEN1899_REAL03,핸드폰 잃어버리다 실종
4829,NIA_SL_SEN1326_REAL03,파리바게트 다음 저기 곳 도착 차내리다
4830,NIA_SL_SEN1098_REAL03,에어컨 사용 불가능 고장
4833,NIA_SL_SEN1344_REAL03,서울대학교 찾다 목적 길 무엇
4834,NIA_SL_SEN0299_REAL03,잠깐 기다리다 괜찮다
4835,NIA_SL_SEN0381_REAL03,도착 시간 딱
4837,NIA_SL_SEN0324_REAL03,지하철 곳 카페 있다
4838,NIA_SL_SEN1683_REAL03,119 곳 다음 내리다
4839,NIA_SL_SEN1453_REAL03,종로 곳 가다 곳 방법
4840,NIA_SL_SEN1747_REAL03,은행 저기 곳 다음 도착 내리다
4843,NIA_SL_SEN1555_REAL03,육교 곳 다음
4844,NIA_SL_SEN0533_REAL03,영수증 받다
4845,NIA_SL_SEN1804_REAL03,우산 없다 실종
4847,NIA_SL_SEN1848_REAL03,좌회전 확인 맞다
4848,NIA_SL_SEN1041_REAL03,안내소 곳 무엇
4849,NIA_SL_SEN0992_REAL03,청음회관 차내리다 오케이
4850,NIA_SL_SEN1106_REAL03,에어컨 고장 사용 안되다
4853,NIA_SL_SEN1933_REAL03,돈
4854,NIA_SL_SEN1573_REAL03,언덕 저기 곳 다음 내리다
4855,NIA_SL_SEN0931_REAL03,한국농아인협회 곳
4857,NIA_SL_SEN0599_REAL03,손바닥찍다 곳
4858,NIA_SL_SEN1824_REAL03,카드 실종 잃어버리다
4859,NIA_SL_SEN0569_REAL03,카드 가능
4860,NIA_SL_SEN0345_REAL03,지하철 안 냄새
4863,NIA_SL_SEN1550_REAL03,대로 다음 여기
4864,NIA_SL_SEN1300_REAL03,이마트 다음 곳 내리다
4865,NIA_SL_SEN0120_REAL03,내리다
4867,NIA_SL_SEN1426_REAL03,이화여대 찾다 목적 방법 무엇
4868,NIA_SL_SEN1004_REAL03,약 무엇 곳
4869,NIA_SL_SEN1607_REAL03,편지 저기 곳 다음 도착 내리다
4870,NIA_SL_SEN1042_REAL03,안내소 곳곳
4873,NIA_SL_SEN1239_REAL03,택시 전 저기 곳 내리다
4874,NIA_SL_SEN0179_REAL03,한달 누적사용 내역 보다 원하다
4875,NIA_SL_SEN1575_REAL03,언덕 저기 곳 다음 차내리다
4877,NIA_SL_SEN1023_REAL03,편의점 뼈곳
4878,NIA_SL_SEN0031_REAL03,원래
4879,NIA_SL_SEN0363_REAL03,여기 갈아타다 맞다
4880,NIA_SL_SEN0239_REAL03,국립박물관 가다 목적 지하철 번호
4883,NIA_SL_SEN1520_REAL03,버스 곳 저기 다음 도착 차내리다
4884,NIA_SL_SEN0617_REAL03,고속터미널 곳 가다
4885,NIA_SL_SEN0728_REAL03,나사렛 전 저기
4887,NIA_SL_SEN1866_REAL03,사진기 없다 실종
4888,NIA_SL_SEN0978_REAL03,난방 끄다
4889,NIA_SL_SEN0164_REAL03,핸드폰 번호 필요
4890,NIA_SL_SEN1031_REAL03,회의실 곳
4893,NIA_SL_SEN1531_REAL03,사거리 다음 내리다
4894,NIA_SL_SEN1291_REAL03,이마트 곳 저기 다음 차내리다
4895,NIA_SL_SEN0351_REAL03,고속 빨리
4897,NIA_SL_SEN1609_REAL03,편지 저기 곳 다음 도착 차내리다
4898,NIA_SL_SEN0501_REAL03,유리 내리다
4899,NIA_SL_SEN0914_REAL03,난방 켜다
4900,NIA_SL_SEN0689_REAL03,저기 샛길 가다
4903,NIA_SL_SEN1822_REAL03,카드 사라지다 실종
4904,NIA_SL_SEN1680_REAL03,버스 곳 저기 다음 도착 차내리다
4905,NIA_SL_SEN0373_REAL03,도착 1시
4907,NIA_SL_SEN0582_REAL03,응급실 가다
4908,NIA_SL_SEN1179_REAL03,공항 버스 보다 곳 전 차내리다
4909,NIA_SL_SEN0504_REAL03,차 내리다
4910,NIA_SL_SEN1921_REAL03,차밀리다 시간 괜찮다
4913,NIA_SL_SEN1070_REAL03,공기청정기 안되다 불량
4914,NIA_SL_SEN0817_REAL03,버스 곳 내리다 맞다
4915,NIA_SL_SEN1756_REAL03,경찰 저기 곳 다음
4917,NIA_SL_SEN0433_REAL03,여기 차내리다 맞다
4918,NIA_SL_SEN0494_REAL03,카드 단말기터치 다시 해보다
4919,NIA_SL_SEN1563_REAL03,보건소 곳 다음 차내리다
4920,NIA_SL_SEN0734_REAL03,저기 차내리다 맞다
4923,NIA_SL_SEN0628_REAL03,지름길 가다 내리다
4924,NIA_SL_SEN1246_REAL03,택시 전 저기 곳 도착 차내리다
4925,NIA_SL_SEN1008_REAL03,은행 길 곳
4927,NIA_SL_SEN0196_REAL03,알다
4928,NIA_SL_SEN1016_REAL03,자판기 길
4929,NIA_SL_SEN1593_REAL03,경찰 저기 곳 다음 내리다
4930,NIA_SL_SEN1220_REAL03,스타벅스 전 곳 내리다
4933,NIA_SL_SEN0458_REAL03,화장실 곳곳
4934,NIA_SL_SEN1080_REAL03,단말기터치 고장 안되다
4935,NIA_SL_SEN1350_REAL03,서울대학교 길 목적 길 가다 방법
4937,NIA_SL_SEN1548_REAL03,대로 다음 도착 차내리다
4938,NIA_SL_SEN0944_REAL03,서대문농아인복지관 가다
4939,NIA_SL_SEN0014_REAL03,시간 급하다
4940,NIA_SL_SEN0704_REAL03,학교 안 곳
4943,NIA_SL_SEN1773_REAL03,알다
4944,NIA_SL_SEN0199_REAL03,택시 문자보내다 나
4945,NIA_SL_SEN1226_REAL03,스타벅스 전 곳 도착 차내리다
4947,NIA_SL_SEN1348_REAL03,서울대학교 찾다 목적 가다 방법
4948,NIA_SL_SEN0004_REAL03,오른쪽
4949,NIA_SL_SEN0420_REAL03,명동 도착
4950,NIA_SL_SEN1290_REAL03,이마트 곳 저기 다음 내리다
4953,NIA_SL_SEN1972_REAL03,노트북 실종
4954,NIA_SL_SEN1078_REAL03,단말기터치 사용 불가능 고장
4955,NIA_SL_SEN1887_REAL03,지갑 잃어버리다 실종
4957,NIA_SL_SEN0107_REAL03,지하철 곳 명동 맞다
4958,NIA_SL_SEN0474_REAL03,안전벨트
4959,NIA_SL_SEN1065_REAL03,자판기 안되다 죽다
